rank,base_seed,verified_sister_seed,verified_sister_high32,verified_portal_tp,no_sister_found_high32_0_65535,eyes,pearls,total,pearl_radius,fortress_distance,blaze_spawner_distance,portal_y,origin_distance,portal_tp,portal_x,portal_y_coord,portal_z,stronghold_x,stronghold_z,chests,source_status
674,2385603272,251493706440,58,/tp @s 3 -39 -944,no,9,3,12,83.223,702.651,770.061,-39,944.005,/tp @s 3 -39 -944,3,-39,-944,68,-940,"79,-38,-950:1;86,-38,-950:1;67,-52,-969:1",added
675,2393517308,49638157564,11,/tp @s 603 5 -853,no,6,6,12,37.67,53.845,143.853,5,1044.614,/tp @s 603 5 -853,603,5,-853,644,-844,"634,18,-836:3;617,14,-829:1;611,10,-861:1;604,10,-861:1",added
676,2394989988,,,,yes,8,4,12,55.082,214.837,301.775,-21,1305.596,/tp @s 166 -21 -1295,166,-21,-1295,212,-1292,"199,-16,-1279:1;214,-20,-1268:2;186,-26,-1256:1",added
677,2395224622,,,,yes,7,5,12,43.578,1.500,41.950,39,1052.038,/tp @s 649 39 828,649,39,828,660,852,"672,38,865:1;650,36,845:2;642,38,860:1;652,38,868:1",added
678,2397791449,,,,yes,5,7,12,37.216,311.708,315.392,-26,1202.131,/tp @s 208 -26 1184,208,-26,1184,260,1204,"238,-27,1206:2;238,-27,1199:2;245,-27,1182:2;238,-27,1185:1",added
679,2426372257,,,,yes,8,4,12,45.365,379.556,412.136,-22,1137.134,/tp @s -793 -22 -815,-793,-22,-815,-780,-844,"-772,-23,-822:2;-765,-29,-850:1;-757,-29,-840:1",added
680,2426842201,36786580569,8,/tp @s -939 40 817,no,7,5,12,87.103,162.283,236.273,40,1244.673,/tp @s -939 40 817,-939,40,817,-892,820,"-908,41,827:1;-913,41,871:1;-875,29,855:1;-936,37,904:2",added
681,2432758952,19612628136,4,/tp @s 659 43 -1073,no,6,6,12,46.422,234.212,290.693,43,1259.21,/tp @s 659 43 -1073,659,43,-1073,676,-1036,"694,38,-1057:2;704,40,-1084:3;690,32,-1057:1",added
682,2434396419,346031780099,80,/tp @s -358 30 -1439,no,4,8,12,40.361,233.455,237.558,30,1482.864,/tp @s -358 30 -1439,-358,30,-1439,-316,-1420,"-339,23,-1426:2;-338,17,-1428:1;-320,17,-1435:2;-336,23,-1411:3",added
683,2437872147,2437872147,0,/tp @s 143 -35 612,no,7,5,12,80.119,542.426,619.267,-35,628.485,/tp @s 143 -35 612,143,-35,612,116,628,"107,-16,622:1;74,-18,649:2;72,-22,625:2",added
684,2443393386,161357183338,37,/tp @s 130 -38 1215,no,8,5,13,73.559,355.588,445.291,-38,1221.935,/tp @s 130 -38 1215,130,-38,1215,180,1220,"132,-33,1186:1;139,-39,1281:2;139,-39,1288:2",added
685,2443874835,,,,yes,4,8,12,38.301,806.957,830.243,39,1252.244,/tp @s 833 39 935,833,39,935,852,868,"854,38,918:1;862,38,910:2;844,38,928:3;847,38,936:2",added
686,2445415695,2445415695,0,/tp @s 721 26 -914,no,7,5,12,105.48,340.747,414.126,26,1164.146,/tp @s 721 26 -914,721,26,-914,756,-908,"799,11,-928:2;819,-13,-915:1;812,-13,-921:2",added
687,2447898159,2447898159,0,/tp @s -872 -9 -510,no,6,6,12,62.378,57.772,104.231,-9,1010.19,/tp @s -872 -9 -510,-872,-9,-510,-876,-508,"-901,-4,-565:2;-880,0,-486:2;-892,-16,-520:2",added
688,2450419480,2450419480,0,/tp @s -1021 -21 -342,no,6,6,12,47.181,523.586,613.061,-21,1076.757,/tp @s -1021 -21 -342,-1021,-21,-342,-988,-316,"-1003,-18,-306:3;-1017,-22,-295:2;-1046,-28,-312:1",added
689,2452266867,,,,yes,5,8,13,50.299,125.365,160.753,-10,1144.242,/tp @s 1133 -10 160,1133,-10,160,1140,212,"1131,-11,208:2;1148,-11,208:2;1126,-11,186:3;1156,-11,191:1",added
690,2459559697,92653872913,21,/tp @s 214 42 -913,no,6,6,12,55.767,64.875,149.185,42,937.745,/tp @s 214 42 -913,214,42,-913,212,-876,"219,41,-891:2;220,45,-881:1;220,45,-874:2;167,43,-883:1",added
691,2463564921,2463564921,0,/tp @s -780 -8 -363,no,6,6,12,66.106,122.990,252.920,-8,860.331,/tp @s -780 -8 -363,-780,-8,-363,-812,-316,"-798,-3,-338:2;-779,-9,-317:3;-792,-9,-298:1",added
692,2466056280,,,,yes,6,6,12,80.536,332.485,390.222,-38,1003.078,/tp @s -873 -38 -494,-873,-38,-494,-940,-492,"-946,-39,-521:1;-938,-39,-511:1;-946,-39,-528:2;-878,-45,-501:2",added
693,2470135864,,,,yes,5,7,12,65.445,645.629,716.022,-35,1055.148,/tp @s -429 -35 -964,-429,-35,-964,-428,-988,"-432,-28,-1029:1;-440,-42,-974:1;-467,-26,-977:3;-459,-26,-985:2",added
694,2470582427,,,,yes,6,6,12,24.372,282.462,351.344,4,1398.641,/tp @s 146 4 -1391,146,4,-1391,180,-1372,"170,1,-1388:1;149,-7,-1399:2;154,-7,-1391:2;161,-7,-1391:1",added
695,2472255445,,,,yes,8,4,12,96.302,149.125,252.269,-40,945.897,/tp @s -385 -40 -864,-385,-40,-864,-348,-844,"-365,-49,-800:2;-342,-47,-873:1;-365,-55,-771:1",added
696,2474523808,11064458400,2,/tp @s 1298 43 -290,no,6,7,13,43.761,32.251,35.400,43,1330.002,/tp @s 1298 43 -290,1298,43,-290,1348,-332,"1330,42,-304:2;1283,40,-331:1;1330,42,-283:2;1335,42,-289:2",added
697,2485691017,,,,yes,6,6,12,85.2,194.996,360.896,34,1132.347,/tp @s -747 34 -851,-747,34,-851,-780,-892,"-774,37,-884:3;-740,37,-863:2;-676,31,-804:1",added
698,2494352891,,,,yes,6,6,12,111.955,107.167,141.352,41,1245.813,/tp @s 185 41 1232,185,41,1232,228,1268,"197,36,1283:3;186,42,1328:1;255,34,1258:1;283,30,1285:1",added
699,2496688042,,,,yes,6,6,12,53.094,243.183,246.996,33,1443.51,/tp @s -1438 33 126,-1438,33,126,-1404,116,"-1423,30,111:2;-1397,26,93:1;-1412,28,81:2;-1429,24,88:1",added
700,2498633050,6793600346,1,/tp @s 1174 29 715,no,8,4,12,69.843,448.931,507.374,29,1374.591,/tp @s 1174 29 715,1174,29,715,1204,708,"1196,28,735:1;1139,20,739:2;1224,16,762:1",added
701,2502510601,174301202441,40,/tp @s -1381 -21 -337,no,7,5,12,76.007,221.122,295.749,-21,1421.524,/tp @s -1381 -21 -337,-1381,-21,-337,-1420,-380,"-1362,-16,-336:2;-1319,-8,-379:1;-1352,-6,-399:1;-1344,-6,-389:1",added
702,2506096522,,,,yes,9,3,12,40.866,139.089,236.779,-30,1125.892,/tp @s -892 -30 -687,-892,-30,-687,-892,-748,"-856,-29,-677:1;-907,-29,-649:2",added
703,2510538844,19690408028,4,/tp @s -859 27 220,no,5,7,12,58.941,173.455,189.820,27,886.725,/tp @s -859 27 220,-859,27,220,-812,196,"-822,34,187:1;-816,32,204:2;-816,32,180:2;-823,32,212:2",added
704,2511137962,2511137962,0,/tp @s 12 -13 1281,no,6,6,12,69.239,469.995,524.036,-13,1281.056,/tp @s 12 -13 1281,12,-13,1281,100,1268,"72,-14,1282:1;29,-14,1274:1;27,-20,1297:2;77,-26,1301:2",added
705,2513860536,,,,yes,7,5,12,91.291,188.322,312.757,-2,1012.593,/tp @s -912 -2 -440,-912,-2,-440,-924,-380,"-898,5,-395:2;-963,-3,-383:1;-974,-3,-373:2",added
706,2514068802,,,,yes,6,6,12,45.365,429.237,519.285,-17,1424.192,/tp @s 1119 -17 -881,1119,-17,-881,1172,-876,"1163,-6,-880:1;1140,-20,-905:2;1134,-18,-850:3",added
707,2519676458,,,,yes,7,5,12,68.308,220.253,335.102,-31,1231.215,/tp @s 1213 -31 211,1213,-31,211,1236,196,"1219,-32,198:2;1232,-32,203:2;1252,-34,155:1",added
708,2525875170,,,,yes,7,5,12,102.728,731.425,784.750,39,1077.978,/tp @s 244 39 1050,244,39,1050,228,1092,"240,38,1083:1;279,20,1095:1;256,36,1129:2;262,14,1148:1",added
709,2526459401,32591230473,7,/tp @s 882 0 810,no,5,7,12,50.577,312.810,334.598,0,1197.507,/tp @s 882 0 810,882,0,810,868,772,"859,-11,783:2;924,-13,785:3;896,-13,802:1;885,-11,808:1",added
710,2529772491,6824739787,1,/tp @s 739 -13 -962,no,7,5,12,36.742,206.098,299.061,-13,1213.081,/tp @s 739 -13 -962,739,-13,-962,772,-972,"754,-8,-953:3;734,-8,-987:1;749,-8,-997:1",added
711,2530289925,,,,yes,7,5,12,79.082,74.330,78.526,-26,892.816,/tp @s 225 -26 -864,225,-26,-864,212,-892,"197,-33,-816:1;187,-33,-795:2;204,-31,-789:2",added
712,2533286348,15418188236,3,/tp @s 681 -30 -1078,no,7,5,12,88.125,173.209,365.727,-30,1275.086,/tp @s 681 -30 -1078,681,-30,-1078,692,-1020,"695,-31,-1046:1;678,-37,-1073:3;650,-39,-996:1",added
713,2535804760,,,,yes,7,5,12,74.525,314.318,366.595,-37,802.397,/tp @s -385 -37 704,-385,-37,704,-348,628,"-373,-28,631:2;-371,-40,663:1;-393,-42,663:2",added
714,2550770950,6845738246,1,/tp @s -368 22 1175,no,4,8,12,46.497,298.040,389.144,22,1231.279,/tp @s -368 22 1175,-368,22,1175,-364,1124,"-350,21,1138:2;-375,21,1165:3;-353,3,1180:1;-324,21,1160:2",added
715,2551266993,92745580209,21,/tp @s -1452 26 142,no,9,3,12,75.293,185.569,243.183,26,1458.927,/tp @s -1452 26 142,-1452,26,142,-1420,148,"-1440,27,176:1;-1400,19,196:1;-1412,13,177:1",added
716,2553849343,6848816639,1,/tp @s 894 30 -953,no,6,6,12,74.068,240.073,294.331,30,1306.692,/tp @s 894 30 -953,894,30,-953,900,-988,"900,29,-966:2;832,41,-992:2;885,35,-1013:2",added
717,2556488076,36916226444,8,/tp @s 852 1 1153,no,7,5,12,86.822,532.813,567.811,1,1433.636,/tp @s 852 1 1153,852,1,1153,916,1156,"936,12,1172:1;880,12,1186:1;886,12,1142:2;860,6,1165:1",added
718,2573701303,24048537783,5,/tp @s 331 -2 740,no,6,6,12,71.063,0.500,52.217,-2,810.655,/tp @s 331 -2 740,331,-2,740,260,756,"306,-15,775:3;325,-9,733:1;271,-17,775:2",added
719,2589998600,,,,yes,7,6,13,54.268,142.088,255.163,14,964.619,/tp @s 693 14 671,693,14,671,708,644,"692,9,683:3;702,9,691:2;747,9,669:1",added
720,2591807630,49836447886,11,/tp @s -967 1 64,no,7,5,12,49.406,99.801,164.680,1,969.116,/tp @s -967 1 64,-967,1,64,-988,52,"-990,16,46:1;-977,16,18:2;-973,8,38:1;-1003,16,37:1",added
721,2592419099,2592419099,0,/tp @s -922 -38 667,no,6,6,12,56.692,236.116,383.480,-38,1137.969,/tp @s -922 -38 667,-922,-38,667,-924,724,"-940,-29,720:2;-927,-33,683:1;-903,-45,674:3",added
722,2597473136,,,,yes,9,3,12,64.389,536.508,614.276,-23,1429.652,/tp @s -412 -23 1369,-412,-23,1369,-444,1300,"-432,-18,1308:1;-420,-24,1358:2",added
723,2598087701,11188022293,2,/tp @s 6 -38 -1394,no,7,5,12,57.991,119.619,170.495,-38,1394.013,/tp @s 6 -38 -1394,6,-38,-1394,68,-1404,"-49,-45,-1377:3;-11,-43,-1381:2",added
724,2617742931,,,,yes,5,7,12,68.359,471.887,544.550,38,1285.15,/tp @s -407 38 1219,-407,38,1219,-444,1204,"-453,31,1262:2;-420,25,1212:3;-467,31,1251:2",added
725,2620309330,,,,yes,4,8,12,72.533,560.448,584.821,6,1421.355,/tp @s -1405 6 215,-1405,6,215,-1452,212,"-1456,3,172:2;-1411,5,192:1;-1439,3,151:2;-1398,3,172:3",added
726,2626256717,41280962381,9,/tp @s -1405 -11 -14,no,7,5,12,17.833,117.625,121.474,-11,1405.07,/tp @s -1405 -11 -14,-1405,-11,-14,-1436,36,"-1411,-18,-19:1;-1411,-24,-6:2;-1418,-18,-4:2",added
727,2634191832,19814061016,4,/tp @s 1161 -15 757,no,6,6,12,45.277,424.742,541.271,-15,1385.991,/tp @s 1161 -15 757,1161,-15,757,1204,740,"1206,-10,757:1;1183,-16,750:2;1178,-16,773:1;1164,-16,767:2",added
728,2639971127,32704742199,7,/tp @s 722 -16 911,no,8,4,12,42.024,413.303,416.989,-16,1162.413,/tp @s 722 -16 911,722,-16,911,724,900,"748,3,884:1;745,-9,894:2;747,-7,906:1",added
729,2644797166,15529699054,3,/tp @s -409 -17 -854,no,6,6,12,35.071,15.822,104.140,-17,946.888,/tp @s -409 -17 -854,-409,-17,-854,-444,-876,"-408,-24,-849:3;-422,-30,-862:1;-378,-30,-864:2",added
730,2648146025,110022328425,25,/tp @s -223 -5 -1456,no,5,7,12,51.595,19.000,144.925,-5,1472.978,/tp @s -223 -5 -1456,-223,-5,-1456,-188,-1436,"-174,6,-1462:1;-172,0,-1450:2;-181,6,-1462:1;-227,6,-1440:3",added
731,2650049709,37009788077,8,/tp @s 243 16 742,no,6,7,13,57.801,284.951,356.872,16,780.777,/tp @s 243 16 742,243,16,742,212,772,"200,17,761:2;229,21,736:2;235,23,749:1;229,13,798:2",added
732,2653929900,,,,yes,6,6,12,65.215,286.223,335.478,-36,1244.87,/tp @s -975 -36 774,-975,-36,774,-956,740,"-983,-31,752:2;-953,-23,714:1;-983,-31,730:2;-989,-37,743:1",added
733,2668315158,6963282454,1,/tp @s 860 -29 -449,no,6,6,12,44.598,395.093,437.847,-29,970.155,/tp @s 860 -29 -449,860,-29,-449,836,-412,"858,-30,-435:2;865,-30,-435:2;862,-36,-493:2",added
734,2669199774,45618872734,10,/tp @s -172 8 -1116,no,5,8,13,58.634,478.525,579.336,8,1129.177,/tp @s -172 8 -1116,-172,8,-1116,-204,-1084,"-163,9,-1077:1;-199,17,-1104:2;-165,13,-1058:3;-191,1,-1136:2",added
735,2670325916,,,,yes,5,7,12,73.273,505.247,509.122,-7,860.216,/tp @s -784 -7 -354,-784,-7,-354,-780,-428,"-757,-8,-387:3;-749,-8,-395:2;-760,6,-422:1;-742,-8,-395:1",added
736,2670999000,28440802776,6,/tp @s 105 -20 633,no,4,8,12,85.685,503.471,549.344,-20,641.649,/tp @s 105 -20 633,105,-20,633,116,676,"105,-11,695:2;75,-17,703:3;111,-23,626:1;42,-17,691:2",added
737,2678077205,11268011797,2,/tp @s -983 -25 116,no,6,6,12,64.101,28.675,63.137,-25,989.821,/tp @s -983 -25 116,-983,-25,116,-1004,132,"-980,-32,63:1;-985,-28,52:1;-985,-28,69:3;-972,-28,91:1",added
738,2682339311,15567241199,3,/tp @s 678 30 -828,no,7,5,12,113.287,494.508,610.158,30,1070.172,/tp @s 678 30 -828,678,30,-828,628,-844,"569,17,-856:1;577,17,-844:2;652,11,-863:2",added
739,2682623138,110056805538,25,/tp @s -897 -4 277,no,6,6,12,77.936,134.656,247.678,-4,938.796,/tp @s -897 -4 277,-897,-4,277,-892,212,"-909,-3,214:1;-884,1,220:2;-888,-5,262:1;-849,3,216:2",added
740,2682666015,71402142751,16,/tp @s 180 -42 936,no,8,4,12,46.141,103.452,223.173,-42,953.151,/tp @s 180 -42 936,180,-42,936,196,900,"191,-39,938:1;203,-39,944:2;152,-49,900:1",added
741,2685578006,,,,yes,8,4,12,34.828,57.896,136.600,23,840.236,/tp @s -334 23 -771,-334,23,-771,-316,-828,"-347,10,-771:2;-364,10,-783:1;-340,10,-778:1",added
742,2686808179,37046546547,8,/tp @s 207 28 1307,no,8,4,12,47.969,91.993,180.171,28,1323.291,/tp @s 207 28 1307,207,28,1307,196,1236,"214,31,1288:2;175,17,1273:1;199,11,1297:1",added
743,2691391470,135835377646,31,/tp @s 1219 -41 -818,no,6,6,12,48.114,524.993,659.529,-41,1468.021,/tp @s 1219 -41 -818,1219,-41,-818,1252,-828,"1262,-38,-839:1;1260,-44,-843:3;1248,-42,-827:1;1235,-46,-828:1",added
744,2691657501,2691657501,0,/tp @s -653 -6 1215,no,7,6,13,42.497,226.514,291.033,-6,1379.36,/tp @s -653 -6 1215,-653,-6,1215,-700,1204,"-679,-35,1232:1;-662,-29,1219:3;-670,-29,1227:2",added
745,2706394281,135850380457,31,/tp @s -465 -6 1409,no,7,5,12,36.592,182.708,301.601,-6,1483.747,/tp @s -465 -6 1409,-465,-6,1409,-428,1396,"-432,9,1404:2;-438,11,1418:1;-454,5,1392:2",added
746,2706458819,67130968259,15,/tp @s -950 24 -450,no,6,6,12,49.769,144.127,180.703,24,1051.19,/tp @s -950 24 -450,-950,24,-450,-956,-396,"-933,23,-441:2;-908,11,-448:3;-902,11,-448:1",added
747,2713136859,41367842523,9,/tp @s -1488 -29 68,no,7,5,12,59.917,294.500,312.290,-29,1489.553,/tp @s -1488 -29 68,-1488,-29,68,-1452,100,"-1438,-28,87:1;-1430,-30,53:3;-1463,-30,69:1",added
748,2714617777,11304552369,2,/tp @s 1295 -4 127,no,6,6,12,66.287,497.402,614.710,-4,1301.213,/tp @s 1295 -4 127,1295,-4,127,1300,196,"1291,-1,186:1;1283,-9,192:2;1289,-15,175:2;1301,-15,174:1",added
749,2716789913,41371495577,9,/tp @s -977 40 -936,no,6,6,12,66.731,379.709,448.238,40,1353.006,/tp @s -977 40 -936,-977,40,-936,-956,-988,"-996,29,-983:1;-1021,29,-976:1;-1028,29,-976:3;-1037,17,-954:1",added
750,2717114262,19896983446,4,/tp @s -1020 18 129,no,5,7,12,61.563,175.893,317.645,18,1028.125,/tp @s -1020 18 129,-1020,18,129,-972,148,"-982,19,125:2;-990,9,76:2;-1008,17,155:1;-986,19,96:2",added
751,2730914569,71450391305,16,/tp @s -269 12 1321,no,6,6,12,23.108,744.100,901.051,12,1348.111,/tp @s -269 12 1321,-269,12,1321,-236,1332,"-246,13,1323:2;-260,11,1332:2;-260,11,1325:2",added
752,2731109254,28500913030,6,/tp @s 1180 19 225,no,7,5,12,49.051,337.787,406.558,19,1201.26,/tp @s 1180 19 225,1180,19,225,1220,196,"1206,22,197:1;1227,18,211:3;1187,22,202:1",added
753,2738642546,7033609842,1,/tp @s 768 5 855,no,5,7,12,70.583,178.181,260.317,5,1149.282,/tp @s 768 5 855,768,5,855,772,804,"742,4,807:1;775,8,843:2;735,-2,793:3;743,-8,799:1",added
754,2740219237,,,,yes,6,6,12,63.261,365.484,402.496,-41,798.745,/tp @s 717 -41 -352,717,-41,-352,756,-332,"771,-36,-336:3;778,-36,-336:2;731,-42,-346:1",added
755,2743960142,11333894734,2,/tp @s -1297 10 41,no,7,5,12,57.437,139.174,182.540,10,1297.648,/tp @s -1297 10 41,-1297,10,41,-1292,52,"-1285,7,69:1;-1302,3,37:1;-1281,3,-1:2;-1284,-13,-10:1",added
756,2746075276,71465552012,16,/tp @s 163 -10 673,no,6,6,12,38.962,546.823,655.718,-10,692.458,/tp @s 163 -10 673,163,-10,673,180,692,"182,-11,639:2;160,-23,654:2;160,-23,647:2",added
757,2748207189,37107945557,8,/tp @s -947 -37 188,no,8,4,12,91.291,291.304,389.192,-37,965.481,/tp @s -947 -37 188,-947,-37,188,-892,164,"-941,-38,158:1;-881,-40,125:1;-938,-38,178:2",added
758,2748226989,19928096173,4,/tp @s 293 -6 719,no,7,5,12,61.106,659.392,734.923,-6,776.408,/tp @s 293 -6 719,293,-6,719,260,740,"270,5,725:1;305,17,755:2;310,17,773:1;318,17,766:1",added
759,2749168881,2749168881,0,/tp @s 1198 -2 607,no,7,5,12,104.566,368.500,465.860,-2,1343.001,/tp @s 1198 -2 607,1198,-2,607,1156,596,"1114,5,607:1;1186,-9,613:1;1096,-1,584:1;1118,-7,594:2",added
760,2754884490,,,,yes,6,6,12,57.393,120.655,203.018,-36,1483.642,/tp @s 687 -36 1315,687,-36,1315,676,1364,"690,-29,1370:1;685,-43,1321:3;725,-35,1358:2",added
761,2755468664,,,,yes,7,5,12,52.707,364.967,442.720,24,1371.248,/tp @s 1344 24 -272,1344,24,-272,1380,-300,"1388,25,-301:1;1327,17,-308:1;1348,17,-323:2;1367,11,-292:1",added
762,2755671053,58590245901,13,/tp @s 565 23 -1030,no,6,6,12,69.707,392.117,478.129,23,1174.787,/tp @s 565 23 -1030,565,23,-1030,612,-1036,"613,24,-1028:2;622,24,-1054:2;579,22,-1029:1;632,26,-1011:1",added
763,2763403815,2763403815,0,/tp @s -264 41 724,no,6,6,12,53.235,156.625,164.922,41,770.631,/tp @s -264 41 724,-264,41,724,-284,740,"-279,40,733:1;-317,36,724:2;-296,26,715:1;-280,32,708:2",added
764,2764112963,7059080259,1,/tp @s 247 -43 -1036,no,7,5,12,46.141,278.091,394.056,-43,1065.038,/tp @s 247 -43 -1036,247,-43,-1036,212,-1020,"203,-36,-1024:1;220,-36,-1024:2;234,-44,-1030:2",added
765,2770905626,144504826394,33,/tp @s 1247 -16 151,no,7,5,12,105.953,116.920,158.705,-16,1256.109,/tp @s 1247 -16 151,1247,-16,151,1252,100,"1242,-9,108:1;1253,-17,138:1;1162,-23,119:1;1147,-17,116:2",added
766,2774008498,,,,yes,5,7,12,74.196,315.198,424.366,24,1185.622,/tp @s -272 24 1154,-272,24,1154,-316,1140,"-346,29,1152:1;-272,17,1136:2;-325,17,1192:1;-256,17,1144:3",added
767,2777446543,24252283023,5,/tp @s -868 21 833,no,8,4,12,58.745,750.054,789.015,21,1203.043,/tp @s -868 21 833,-868,21,833,-812,836,"-811,32,824:1;-838,32,804:3",added
768,2777757211,144511677979,33,/tp @s 278 -17 1322,no,5,7,12,47.948,143.735,184.929,-17,1350.914,/tp @s 278 -17 1322,278,-17,1322,276,1332,"283,-20,1365:2;288,-18,1314:1;281,-18,1314:2;305,-24,1283:2",added
769,2777780190,,,,yes,4,8,12,78.301,96.940,226.833,-1,836.37,/tp @s 75 -1 833,75,-1,833,116,852,"83,-2,822:3;116,-4,816:2;134,-4,815:1;136,-4,784:2",added
770,2781215657,28551019433,6,/tp @s -1009 27 890,no,7,5,12,106.236,344.701,420.049,27,1345.43,/tp @s -1009 27 890,-1009,27,890,-1020,836,"-987,28,813:1;-915,34,841:2;-1002,36,893:2",added
771,2781911539,80091322867,18,/tp @s 1344 42 241,no,5,7,12,53.085,840.709,918.730,42,1365.437,/tp @s 1344 42 241,1344,42,241,1348,276,"1365,41,278:2;1354,43,284:1;1354,43,291:1;1383,41,277:3",added
772,2786240796,,,,yes,6,6,12,56.338,450.627,498.977,5,900.392,/tp @s -441 5 785,-441,5,785,-428,740,"-450,4,758:2;-437,16,780:1;-466,-2,742:2;-466,-2,735:1",added
773,2789885775,,,,yes,6,6,12,60.316,123.160,288.508,35,1279.244,/tp @s 1248 35 -281,1248,35,-281,1300,-332,"1296,28,-308:3;1306,28,-296:1;1248,18,-322:2",added
774,2791900952,11381835544,2,/tp @s 115 41 1252,no,8,4,12,41.773,207.430,323.700,41,1257.27,/tp @s 115 41 1252,115,41,1252,116,1220,"106,46,1235:1;124,40,1237:2;95,34,1216:1",added
775,2794137493,2794137493,0,/tp @s 1295 10 321,no,4,8,12,60.382,462.264,502.993,10,1334.191,/tp @s 1295 10 321,1295,10,321,1332,276,"1322,9,267:1;1322,9,284:2;1328,1,292:2;1335,3,301:3",added
776,2804993146,105884208250,24,/tp @s -1481 -21 44,no,6,6,12,66.836,486.154,513.284,-21,1481.653,/tp @s -1481 -21 44,-1481,-21,44,-1532,36,"-1517,-2,26:2;-1540,-2,19:2;-1520,-6,-2:1;-1499,-20,51:1",added
777,2813579956,,,,yes,6,6,12,74.82,302.676,369.324,-21,850.763,/tp @s 746 -21 -409,746,-21,-409,756,-364,"751,-30,-400:1;775,-34,-433:1;800,-30,-358:1;794,-36,-417:3",added
778,2818461450,15703363338,3,/tp @s 100 0 1281,no,8,4,12,46.239,507.281,586.558,0,1284.897,/tp @s 100 0 1281,100,0,1281,148,1284,"144,9,1292:2;104,-7,1282:2",added
779,2821511528,28591315304,6,/tp @s -484 -25 784,no,8,4,12,39.623,249.380,380.163,-25,921.364,/tp @s -484 -25 784,-484,-25,784,-508,788,"-491,-16,794:1;-472,-26,784:2;-520,-10,777:1",added
780,2824729536,,,,yes,7,6,13,51.127,241.735,282.283,-14,1418.594,/tp @s -1017 -14 -989,-1017,-14,-989,-1052,-988,"-1059,-11,-1018:2;-1043,-5,-972:1;-1023,-15,-1002:3",added
781,2834487877,20014357061,4,/tp @s 640 -51 89,no,6,6,12,69.821,178.073,218.254,-51,646.159,/tp @s 640 -51 89,640,-51,89,692,68,"700,-44,64:2;685,-44,54:1;699,-46,52:2;633,-46,65:1",added
782,2836028493,24310864973,5,/tp @s -1407 1 48,no,9,3,12,73.123,459.540,492.954,1,1407.819,/tp @s -1407 1 48,-1407,1,48,-1420,84,"-1420,0,63:1;-1444,-2,111:2",added
783,2840638305,,,,yes,6,7,13,58.112,710.793,748.578,39,761.682,/tp @s -448 39 616,-448,39,616,-412,628,"-421,38,640:2;-455,38,633:2;-416,32,664:2;-421,26,658:1",added
784,2846548689,7141515985,1,/tp @s 791 -52 -911,no,6,6,12,37.054,309.584,429.366,-52,1206.483,/tp @s 791 -52 -911,791,-52,-911,788,-876,"783,-41,-920:2;791,-41,-910:2;815,-41,-937:2",added
785,2851374218,,,,yes,6,6,12,78.147,145.733,271.152,-27,950.537,/tp @s -920 -27 -239,-920,-27,-239,-892,-268,"-907,-30,-316:3;-931,-32,-273:2;-873,-28,-293:1",added
786,2851536707,,,,yes,8,4,12,66.708,735.644,820.021,0,1278.184,/tp @s 1273 0 115,1273,0,115,1316,116,"1330,-9,116:1;1266,-7,114:1;1311,-15,163:1;1273,-15,180:1",added
787,2855725042,80165136370,18,/tp @s -1332 -11 96,no,6,6,12,46.282,358.259,419.413,-11,1335.455,/tp @s -1332 -11 96,-1332,-11,96,-1292,132,"-1309,2,134:2;-1303,4,111:2;-1324,2,126:2",added
788,2863543403,20043412587,4,/tp @s -853 38 1201,no,7,5,12,72.021,259.595,328.963,38,1473.095,/tp @s -853 38 1201,-853,38,1201,-860,1188,"-836,35,1193:1;-825,31,1165:2;-830,25,1134:2",added
789,2863555959,333576037751,77,/tp @s 180 31 1209,no,5,7,12,45.891,272.593,341.426,31,1222.326,/tp @s 180 31 1209,180,31,1209,196,1252,"205,34,1231:3;218,36,1221:1;223,32,1225:1;164,30,1226:2",added
790,2863936698,20043805882,4,/tp @s -375 31 -1446,no,7,5,12,94.768,286.998,397.822,31,1493.834,/tp @s -375 31 -1446,-375,31,-1446,-412,-1404,"-386,36,-1431:2;-383,22,-1352:1;-387,14,-1442:2",added
791,2873372825,24348209305,5,/tp @s 1207 -10 -484,no,6,6,12,66.257,177.953,254.494,-10,1300.425,/tp @s 1207 -10 -484,1207,-10,-484,1236,-444,"1258,-13,-448:1;1253,-11,-464:1;1249,-15,-433:3;1231,-25,-465:1",added
792,2888292034,24363128514,5,/tp @s -317 -32 704,no,7,5,12,65.529,541.817,558.423,-32,772.078,/tp @s -317 -32 704,-317,-32,704,-348,724,"-322,-39,714:1;-379,-35,683:1;-360,-35,663:2;-351,-33,686:1",added
793,2892545369,67317054809,15,/tp @s 1228 28 165,no,6,6,12,51.0,307.734,408.634,28,1239.036,/tp @s 1228 28 165,1228,28,165,1284,164,"1266,29,157:2;1259,29,157:2;1274,29,143:1;1224,27,175:1",added
794,2893020066,,,,yes,6,6,12,29.172,533.927,618.923,-17,995.981,/tp @s 77 -17 -993,77,-17,-993,116,-988,"96,-18,-998:2;106,-18,-990:2;72,-18,-1014:2",added
795,2894827530,,,,yes,6,6,12,57.991,10.750,31.222,3,1256.944,/tp @s -322 3 1215,-322,3,1215,-348,1188,"-313,2,1200:3;-339,2,1179:2;-273,2,1184:1",added
